# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.996483981609344482e-02 1.430361419916152954e-01 9.986362606287002563e-02 1.942725479602813721e-02 6.694883853197097778e-02 6.659060120582580566e-01 2.727164328098297119e-02 1.278618536889553070e-02 2.986548654735088348e-02 3.800979256629943848e-02 1.375059336423873901e-01 9.994561970233917236e-02 1.942725479602813721e-02 6.694883853197097778e-02 6.659060120582580566e-01 2.727164328098297119e-02 1.278618536889553070e-02 2.986548654735088348e-02
1.000000000000000000e+03 2.242731302976608276e-02 6.967735243961215019e-04 7.019453216344118118e-03 3.513757511973381042e-02 1.295034494251012802e-02 4.029174149036407471e-02 4.733552224934101105e-03 8.469331078231334686e-03 9.014804527396336198e-05 2.386466413736343384e-02 5.393683677539229393e-04 3.704020287841558456e-03 3.513757511973381042e-02 1.295034494251012802e-02 4.029174149036407471e-02 4.733552224934101105e-03 8.469331078231334686e-03 9.014804527396336198e-05
2.000000000000000000e+03 4.525735508650541306e-03 2.744566649198532104e-03 4.853097256273031235e-03 2.292857319116592407e-02 9.382077492773532867e-03 3.745412081480026245e-02 6.317222141660749912e-04 1.459288527257740498e-03 2.266373339807614684e-04 3.142132190987467766e-03 2.750763203948736191e-03 2.646560547873377800e-03 2.292857319116592407e-02 9.382077492773532867e-03 3.745412081480026245e-02 6.317222141660749912e-04 1.459288527257740498e-03 2.266373339807614684e-04
3.000000000000000000e+03 9.065192425623536110e-04 6.012992234900593758e-04 3.046203870326280594e-03 2.073132805526256561e-02 7.810061331838369370e-03 3.045208752155303955e-02 7.262749713845551014e-04 4.802884359378367662e-05 2.798665627778973430e-05 4.893967416137456894e-04 3.075525164604187012e-04 1.430080970749258995e-03 2.073132805526256561e-02 7.810061331838369370e-03 3.045208752155303955e-02 7.262749713845551014e-04 4.802884359378367662e-05 2.798665627778973430e-05
4.000000000000000000e+03 5.355191533453762531e-04 6.089974776841700077e-04 2.702628262341022491e-03 1.862711645662784576e-02 6.962794810533523560e-03 2.595998533070087433e-02 1.422922592610120773e-03 2.576985207269899547e-05 1.055597931554075330e-05 3.211963048670440912e-04 2.725918020587414503e-04 1.127509051002562046e-03 1.862711645662784576e-02 6.962794810533523560e-03 2.595998533070087433e-02 1.422922592610120773e-03 2.576985207269899547e-05 1.055597931554075330e-05
5.000000000000000000e+03 4.503125674091279507e-04 6.290690507739782333e-04 2.485725330188870430e-03 1.725043542683124542e-02 6.581942085176706314e-03 2.233665436506271362e-02 2.240682253614068031e-03 2.087610482703894377e-05 8.225090823543723673e-06 2.810773148667067289e-04 2.664431522134691477e-04 9.677727357484400272e-04 1.725043542683124542e-02 6.581942085176706314e-03 2.233665436506271362e-02 2.240682253614068031e-03 2.087610482703894377e-05 8.225090823543723673e-06
6.000000000000000000e+03 3.190103918313980103e-03 1.025480800308287144e-03 2.449593506753444672e-03 1.668185181915760040e-02 6.222460884600877762e-03 2.009429223835468292e-02 2.847834955900907516e-03 2.750990679487586021e-03 1.402657562721287832e-05 2.681455807760357857e-03 7.706989999860525131e-04 8.628675132058560848e-04 1.668185181915760040e-02 6.222460884600877762e-03 2.009429223835468292e-02 2.847834955900907516e-03 2.750990679487586021e-03 1.402657562721287832e-05
7.000000000000000000e+03 7.186402799561619759e-04 4.642234125640243292e-04 2.655870513990521431e-03 1.562645845115184784e-02 6.171136163175106049e-03 1.784392446279525757e-02 3.717446001246571541e-03 1.810497451515402645e-05 1.181724201160250232e-05 5.914330831728875637e-04 2.275966107845306396e-04 1.102301524952054024e-03 1.562645845115184784e-02 6.171136163175106049e-03 1.784392446279525757e-02 3.717446001246571541e-03 1.810497451515402645e-05 1.181724201160250232e-05
8.000000000000000000e+03 4.033120814710855484e-03 3.390789730474352837e-03 2.564834663644433022e-03 1.470928546041250229e-02 5.326713435351848602e-03 1.812469586730003357e-02 4.092735238373279572e-03 1.708309282548725605e-04 4.913354496238753200e-05 3.045563120394945145e-03 3.260640427470207214e-03 1.194140990264713764e-03 1.470928546041250229e-02 5.326713435351848602e-03 1.812469586730003357e-02 4.092735238373279572e-03 1.708309282548725605e-04 4.913354496238753200e-05
9.000000000000000000e+03 7.788270013406872749e-04 4.997639334760606289e-04 2.499470254406332970e-03 1.475466694682836533e-02 5.487084854394197464e-03 1.582076959311962128e-02 4.706368781626224518e-03 4.442254066816531122e-05 9.535964636597782373e-06 4.699316050391644239e-04 3.625322715379297733e-04 1.073336228728294373e-03 1.475466694682836533e-02 5.487084854394197464e-03 1.582076959311962128e-02 4.706368781626224518e-03 4.442254066816531122e-05 9.535964636597782373e-06
1.000000000000000000e+04 1.214305055327713490e-03 1.262281439267098904e-03 2.428497886285185814e-03 1.487406250089406967e-02 5.213853903114795685e-03 1.469496823847293854e-02 5.026869475841522217e-03 3.761022890103049576e-05 1.071725637302733958e-05 9.056164999492466450e-04 9.684539400041103363e-04 1.026665093377232552e-03 1.487406250089406967e-02 5.213853903114795685e-03 1.469496823847293854e-02 5.026869475841522217e-03 3.761022890103049576e-05 1.071725637302733958e-05
1.000000000000000000e+04 1.214305055327713490e-03 1.262281439267098904e-03 2.428497886285185814e-03 1.487406250089406967e-02 5.213853903114795685e-03 1.469496823847293854e-02 5.026869475841522217e-03 3.761022890103049576e-05 1.071725637302733958e-05 9.056164999492466450e-04 9.684539400041103363e-04 1.026665093377232552e-03 1.487406250089406967e-02 5.213853903114795685e-03 1.469496823847293854e-02 5.026869475841522217e-03 3.761022890103049576e-05 1.071725637302733958e-05
1.100000000000000000e+04 4.549381555989384651e-04 6.003867601975798607e-04 1.096866209991276264e-03 6.402873899787664413e-03 1.198749523609876633e-03 5.359821952879428864e-03 1.990222372114658356e-03 9.726605640025809407e-06 1.011312633636407554e-05 3.556391457095742226e-04 4.520001821219921112e-04 5.846076528541743755e-04 6.402873899787664413e-03 1.198749523609876633e-03 5.359821952879428864e-03 1.990222372114658356e-03 9.726605640025809407e-06 1.011312633636407554e-05
1.200000000000000000e+04 2.875792561098933220e-04 4.620213294401764870e-04 6.133960559964179993e-04 4.413191229104995728e-03 1.088596647605299950e-03 3.844891441985964775e-03 1.255202689208090305e-03 1.491635248385136947e-05 8.680643077241256833e-06 1.541639066999778152e-04 2.363613893976435065e-04 2.464556309860199690e-04 4.413191229104995728e-03 1.088596647605299950e-03 3.844891441985964775e-03 1.255202689208090305e-03 1.491635248385136947e-05 8.680643077241256833e-06
1.300000000000000000e+04 3.153460565954446793e-04 4.000400949735194445e-04 4.490169812925159931e-04 3.126336028799414635e-03 1.100079505704343319e-03 2.577059436589479446e-03 1.121314940974116325e-03 8.784541023487690836e-06 8.836362212605308741e-06 1.634827349334955215e-04 1.833248679758980870e-04 1.385416107950732112e-04 3.126336028799414635e-03 1.100079505704343319e-03 2.577059436589479446e-03 1.121314940974116325e-03 8.784541023487690836e-06 8.836362212605308741e-06
